last_name, first_name,player_id,year,b_home_run,b_k_percent,batting_avg,slg_percent,on_base_percent,
Benintendi, Andrew,643217,2017,20,17.0,.271,.424,.351,
Cabrera, Miguel,408234,2020,10,22.1,.250,.417,.329,
Cruz Jr., Nelson,443558,2020,16,27.1,.303,.595,.397,
Peralta, David,444482,2020,5,20.6,.300,.433,.339,
Longoria, Evan,446334,2020,7,18.7,.254,.425,.297,
Cabrera, Asdrubal,452678,2020,8,18.8,.242,.447,.305,
Blackmon, Charlie,453568,2020,6,17.8,.303,.448,.356,
Solano, Donovan,456781,2020,3,19.2,.326,.463,.365,
McCutchen, Andrew,457705,2020,10,19.9,.253,.433,.324,
Votto, Joey,458015,2020,11,19.3,.226,.446,.354,
Santana, Carlos,467793,2020,8,16.9,.199,.350,.349,
Brantley Jr., Michael,488726,2020,5,15.0,.300,.476,.364,
Gurriel, Yuli,493329,2020,6,11.7,.232,.384,.274,
Escobar, Eduardo,500871,2020,4,18.5,.212,.335,.270,
Martinez, J.D.,502110,2020,7,24.9,.213,.389,.291,
Reddick, Josh,502210,2020,4,20.0,.245,.378,.314,
Goldschmidt, Paul,502671,2020,6,18.6,.304,.466,.416,
Gonzalez, Marwin,503556,2020,5,20.6,.211,.320,.286,
Altuve, Jose,514888,2020,5,18.6,.219,.344,.286,
Hernandez, Cesar,514917,2020,3,21.8,.283,.408,.352,
Segura, Jean,516416,2020,7,20.7,.266,.422,.346,
Marte, Starling,516782,2020,6,16.4,.281,.430,.340,
Freeman, Freddie,518692,2020,13,14.1,.341,.640,.462,
Grandal, Yasmani,518735,2020,8,29.9,.230,.422,.351,
LeMahieu, DJ,518934,2020,10,9.7,.364,.590,.421,
Rizzo, Anthony,519203,2020,11,15.6,.222,.414,.342,
Flores, Wilmer,527038,2020,12,16.9,.268,.515,.315,
Garcia, Avisail,541645,2020,2,23.7,.238,.326,.333,
Ozuna, Marcell,542303,2020,18,22.5,.338,.636,.431,
Villar, Jonathan,542340,2020,2,26.1,.232,.292,.300,
Aguilar, Jesus,542583,2020,8,18.5,.277,.457,.352,
Crawford, Brandon,543063,2020,8,24.4,.256,.465,.326,
Grossman, Robbie,543257,2020,8,19.8,.241,.482,.344,
Hicks, Aaron,543305,2020,6,18.0,.225,.414,.379,
Rendon, Anthony,543685,2020,9,13.4,.286,.497,.418,
Semien, Marcus,543760,2020,7,21.2,.223,.374,.305,
Springer III, George,543807,2020,14,17.1,.265,.540,.356,
Vazquez, Christian,543877,2020,7,22.8,.283,.457,.344,
Wong, Kolten,543939,2020,1,14.4,.265,.326,.346,
Gregorius, Didi,544369,2020,10,11.8,.284,.488,.338,
Grichuk, Randal,545341,2020,12,21.2,.273,.481,.312,
Trout, Mike,545361,2020,17,23.2,.281,.603,.390,
Ruiz, Rio,547004,2020,9,22.5,.222,.427,.284,
Harper, Bryce,547180,2020,13,17.6,.268,.542,.418,
Abreu, Jose,547989,2020,19,22.5,.317,.617,.370,
Suarez, Eugenio,553993,2020,15,29.0,.202,.470,.312,
Gonzalez, Erik,570481,2020,3,26.4,.227,.359,.254,
Arenado, Nolan,571448,2020,8,10.0,.253,.434,.303,
Muncy, Max,571970,2020,12,24.2,.192,.389,.331,
Myers, Wil,571976,2020,15,25.7,.288,.606,.353,
Pollock, AJ,572041,2020,16,21.4,.276,.566,.314,
Seager, Kyle,572122,2020,9,13.3,.241,.433,.355,
Voit III, Luke,572228,2020,22,23.1,.277,.610,.338,
Walker, Christian,572233,2020,7,20.6,.271,.459,.333,
Dickerson, Corey,572816,2020,7,16.7,.258,.402,.310,
Yastrzemski, Mike,573262,2020,10,24.4,.297,.568,.400,
Contreras, Willson,575929,2020,7,25.3,.243,.407,.356,
Canha, Mark,592192,2020,5,22.2,.246,.408,.387,
Castellanos, Nick,592206,2020,14,28.5,.225,.486,.298,
Machado, Manny,592518,2020,16,14.6,.304,.580,.370,
Moran, Colin,592567,2020,10,26.0,.247,.472,.325,
Realmuto, J.T.,592663,2020,11,24.6,.266,.491,.349,
Rosario, Eddie,592696,2020,13,14.7,.257,.476,.316,
Yelich, Christian,592885,2020,12,30.8,.205,.430,.356,
Merrifield, Whit,593160,2020,9,12.5,.282,.440,.325,
Bogaerts, Xander,593428,2020,11,18.2,.300,.502,.364,
Alberto, Hanser,593643,2020,3,13.0,.283,.393,.303,
Polanco, Jorge,593871,2020,4,15.5,.258,.354,.301,
Sano, Miguel,593934,2020,13,43.9,.204,.478,.278,
Calhoun, Kole,594777,2020,16,21.9,.226,.526,.338,
Duvall, Adam,594807,2020,16,25.8,.237,.532,.301,
Profar, Jurickson,595777,2020,7,13.9,.278,.428,.342,
Baez, Javier,595879,2020,8,31.9,.203,.360,.238,
Lindor, Francisco,596019,2020,8,15.4,.258,.415,.335,
Story, Trevor,596115,2020,11,24.3,.289,.519,.355,
Kepler, Max,596146,2020,9,18.4,.228,.439,.321,
Franco, Maikel,596748,2020,8,15.6,.278,.457,.321,
Bradley Jr., Jackie,598265,2020,7,22.1,.283,.450,.364,
La Stella, Tommy,600303,2020,5,5.3,.281,.449,.368,
Nunez, Renato,600524,2020,12,29.6,.256,.492,.324,
Candelario, Jeimer,600869,2020,7,23.8,.297,.503,.369,
Ahmed, Nick,605113,2020,5,21.2,.266,.402,.327,
Anderson, Brian,605119,2020,11,28.8,.255,.465,.345,
Bell, Josh,605137,2020,8,26.5,.226,.364,.305,
Betts, Mookie,605141,2020,16,15.4,.292,.562,.366,
Davis, J.D.,605204,2020,6,24.5,.247,.389,.371,
Arcia, Orlando,606115,2020,5,16.9,.260,.416,.317,
Tapia, Raimel,606132,2020,1,18.4,.321,.402,.364,
Hernandez, Teoscar,606192,2020,16,30.4,.289,.579,.338,
Marte, Ketel,606466,2020,2,10.8,.287,.409,.323,
Nimmo, Brandon,607043,2020,8,19.1,.280,.484,.404,
Turner, Trea,607208,2020,12,13.9,.335,.588,.394,
Pillar, Kevin,607680,2020,6,18.4,.288,.462,.336,
Ramirez, Jose,608070,2020,17,16.9,.292,.607,.386,
Gallo, Joey,608336,2020,10,35.0,.181,.378,.301,
Seager, Corey,608369,2020,15,15.9,.307,.585,.358,
Mondesi, Adalberto,609275,2020,6,30.0,.256,.416,.292,
Reyes, Franmil,614177,2020,9,28.6,.275,.450,.344,
Swanson, Dansby,621020,2020,10,26.9,.274,.464,.345,
Taylor, Chris,621035,2020,8,25.7,.270,.476,.364,
Correa, Carlos,621043,2020,5,22.2,.264,.383,.326,
Olson, Matt,621566,2020,14,31.4,.195,.424,.310,
Reyes, Victor,622682,2020,4,21.1,.277,.391,.315,
Alonso, Pete,624413,2020,16,25.5,.231,.490,.326,
Biggio, Cavan,624415,2020,8,23.0,.250,.432,.374,
Conforto, Michael,624424,2020,9,24.5,.322,.515,.412,
Frazier, Adam,624428,2020,7,15.2,.230,.364,.296,
Cronenworth, Jake,630105,2020,4,15.6,.285,.477,.354,
Anderson, Tim,641313,2020,10,22.6,.322,.529,.357,
Bellinger, Cody,641355,2020,12,17.3,.239,.455,.333,
Crawford, J.P.,641487,2020,2,16.8,.255,.338,.336,
Dozier, Hunter,641531,2020,6,25.8,.228,.392,.344,
Lewis, Kyle,641786,2020,11,29.3,.262,.437,.364,
McMahon, Ryan,641857,2020,9,34.2,.215,.419,.295,
Smith, Dominic,642086,2020,10,22.6,.316,.616,.377,
Adames, Willy,642715,2020,8,36.1,.259,.481,.332,
Kiner-Falefa, Isiah,643396,2020,3,14.0,.280,.370,.329,
McNeil, Jeff,643446,2020,4,11.5,.311,.454,.383,
Robles, Victor,645302,2020,3,28.0,.220,.315,.291,
Devers, Rafael,646240,2020,11,27.0,.263,.483,.310,
Jimenez, Eloy,650391,2020,14,24.8,.296,.559,.332,
Schwarber, Kyle,656941,2020,11,29.5,.188,.393,.308,
Verdugo, Alex,657077,2020,6,20.4,.308,.478,.367,
White, Evan,657108,2020,8,41.6,.176,.346,.252,
Laureano, Ramon,657656,2020,6,26.1,.213,.366,.338,
Moncada, Yoan,660162,2020,6,31.2,.225,.385,.320,
Acuna Jr., Ronald,660670,2020,14,29.7,.250,.581,.406,
Riley, Austin,663586,2020,8,23.8,.239,.415,.301,
Tucker, Kyle,663656,2020,9,20.2,.268,.512,.325,
Grisham, Trent,663757,2020,10,25.4,.251,.456,.349,
Happ, Ian,664023,2020,12,27.3,.258,.505,.359,
Lowe, Brandon,664040,2020,14,25.9,.269,.554,.362,
Fletcher, David,664058,2020,3,10.9,.319,.425,.374,
Tatis Jr., Fernando,665487,2020,17,23.7,.277,.571,.366,
Guerrero Jr., Vladimir,665489,2020,9,15.6,.262,.462,.329,
Soto, Juan,665742,2020,13,14.3,.351,.695,.490,
Gurriel Jr., Lourdes,666971,2020,11,21.4,.308,.534,.348,
Reynolds, Bryan,668804,2020,7,27.4,.189,.357,.274,
Edman, Tommy,669242,2020,5,21.1,.250,.368,.317,
Solak, Nick,669256,2020,2,18.0,.268,.344,.326,
Hiura, Keston,669374,2020,13,34.6,.212,.410,.297,
Lopez, Nicky,670032,2020,1,21.4,.201,.266,.281,
Robert, Luis,673357,2020,11,32.2,.233,.436,.300,
Cabrera, Miguel,408234,2021,15,22.4,.256,.386,.316,
Cruz Jr., Nelson,443558,2021,32,21.6,.265,.497,.332,
Peralta, David,444482,2021,8,17.1,.259,.402,.325,
Blackmon, Charlie,453568,2021,13,15.6,.270,.411,.351,
McCutchen, Andrew,457705,2021,27,23.0,.222,.444,.334,
Turner, Justin,457759,2021,27,16.0,.278,.471,.361,
Votto, Joey,458015,2021,36,23.8,.266,.563,.375,
Andrus, Elvis,462101,2021,3,15.0,.243,.320,.292,
Santana, Carlos,467793,2021,19,15.5,.214,.342,.319,
Lowrie, Jed,476704,2021,14,21.1,.245,.398,.318,
Brantley Jr., Michael,488726,2021,8,10.4,.311,.437,.362,
Gurriel, Yuli,493329,2021,15,11.2,.319,.462,.383,
Rojas, Miguel,500743,2021,9,13.7,.265,.392,.321,
Escobar, Eduardo,500871,2021,28,20.7,.253,.472,.314,
Pham, Tommy,502054,2021,15,22.8,.229,.383,.340,
Martinez, J.D.,502110,2021,28,23.7,.286,.518,.349,
Goldschmidt, Paul,502671,2021,31,20.0,.294,.514,.365,
Altuve, Jose,514888,2021,31,13.4,.278,.489,.350,
Hernandez, Cesar,514917,2021,21,21.2,.232,.386,.308,
Segura, Jean,516416,2021,14,13.8,.290,.436,.347,
Marte, Starling,516782,2021,12,18.8,.310,.458,.382,
Donaldson, Josh,518626,2021,26,21.0,.247,.475,.352,
Freeman, Freddie,518692,2021,31,15.4,.300,.503,.393,
LeMahieu, DJ,518934,2021,10,13.8,.268,.362,.349,
Rizzo, Anthony,519203,2021,22,15.1,.248,.440,.344,
Stanton, Giancarlo,519317,2021,35,27.1,.273,.516,.354,
Perez, Salvador,521692,2021,48,25.6,.273,.544,.316,
Garcia, Avisail,541645,2021,29,23.5,.262,.490,.330,
Villar, Jonathan,542340,2021,18,26.1,.249,.416,.321,
Aguilar, Jesus,542583,2021,22,18.2,.261,.459,.325,
Crawford, Brandon,543063,2021,24,19.1,.298,.522,.373,
Cron, C.J.,543068,2021,28,21.4,.281,.530,.375,
Grossman, Robbie,543257,2021,23,23.1,.239,.415,.356,
Harrison, Josh,543281,2021,8,13.4,.279,.400,.341,
Hosmer, Eric,543333,2021,12,17.5,.269,.395,.336,
Semien, Marcus,543760,2021,45,20.2,.265,.538,.334,
Grichuk, Randal,545341,2021,22,20.9,.241,.423,.281,
Harper, Bryce,547180,2021,35,22.4,.309,.615,.427,
Abreu, Jose,547989,2021,30,21.7,.261,.481,.351,
Suarez, Eugenio,553993,2021,31,29.8,.198,.428,.286,
Schoop, Jonathan,570731,2021,22,19.7,.278,.435,.320,
Arenado, Nolan,571448,2021,34,14.7,.255,.494,.312,
Farmer, Kyle,571657,2021,16,18.3,.263,.416,.316,
Haniger, Mitch,571745,2021,39,24.5,.253,.485,.318,
Hernandez, Enrique,571771,2021,20,18.8,.250,.449,.337,
Muncy, Max,571970,2021,36,20.3,.249,.527,.368,
Seager, Kyle,572122,2021,35,24.0,.212,.438,.285,
Taylor, Michael A.,572191,2021,12,27.3,.244,.356,.295,
Yastrzemski, Mike,573262,2021,25,24.6,.224,.457,.310,
Iglesias, Jose,578428,2021,9,14.7,.271,.391,.309,
Bryant, Kris,592178,2021,25,23.0,.265,.481,.353,
Canha, Mark,592192,2021,17,20.5,.231,.387,.358,
Castellanos, Nick,592206,2021,34,20.7,.309,.576,.362,
Judge, Aaron,592450,2021,39,25.0,.287,.544,.373,
Machado, Manny,592518,2021,28,15.9,.278,.489,.347,
Realmuto, J.T.,592663,2021,17,24.0,.263,.439,.343,
Renfroe, Hunter,592669,2021,31,22.7,.259,.501,.315,
Merrifield, Whit,593160,2021,10,14.3,.277,.395,.317,
Bogaerts, Xander,593428,2021,23,18.7,.295,.493,.370,
Polanco, Jorge,593871,2021,33,18.3,.269,.503,.323,
Sano, Miguel,593934,2021,30,34.4,.223,.466,.312,
Duvall, Adam,594807,2021,38,31.4,.228,.491,.281,
Baez, Javier,595879,2021,31,33.6,.265,.494,.318,
Lindor, Francisco,596019,2021,20,18.3,.230,.412,.319,
Story, Trevor,596115,2021,24,23.4,.251,.471,.329,
Candelario, Jeimer,600869,2021,16,21.6,.271,.443,.351,
Bell, Josh,605137,2021,27,17.8,.261,.476,.347,
Betts, Mookie,605141,2021,23,15.6,.264,.487,.367,
Tapia, Raimel,606132,2021,6,13.1,.273,.372,.326,
Hernandez, Teoscar,606192,2021,32,24.9,.296,.524,.346,
Turner, Trea,607208,2021,28,17.0,.328,.536,.375,
Ramirez, Jose,608070,2021,36,13.7,.266,.538,.355,
Gallo, Joey,608336,2021,38,34.6,.199,.458,.351,
Swanson, Dansby,621020,2021,27,25.6,.248,.449,.311,
Newman, Kevin,621028,2021,5,7.4,.226,.309,.262,
Taylor, Chris,621035,2021,20,28.7,.254,.438,.344,
Correa, Carlos,621043,2021,26,18.1,.279,.485,.366,
Olson, Matt,621566,2021,39,16.8,.271,.540,.371,
Alonso, Pete,624413,2021,37,19.9,.262,.519,.344,
Frazier, Adam,624428,2021,5,10.8,.305,.411,.366,
Soler, Jorge,624585,2021,27,23.6,.223,.432,.312,
Cronenworth, Jake,630105,2021,21,14.0,.266,.460,.336,
Meadows, Austin,640457,2021,27,20.6,.234,.458,.315,
Anderson, Tim,641313,2021,17,21.6,.309,.469,.338,
Crawford, J.P.,641487,2021,9,16.6,.273,.376,.338,
Dozier, Hunter,641531,2021,16,28.4,.216,.394,.285,
Mancini III, Trey,641820,2021,21,23.2,.255,.432,.326,
McMahon, Ryan,641857,2021,23,24.7,.254,.449,.331,
O'Neill, Tyler,641933,2021,34,31.3,.286,.560,.352,
Rosario, Amed,642708,2021,11,20.4,.282,.409,.321,
Adames, Willy,642715,2021,25,28.1,.262,.481,.337,
Benintendi, Andrew,643217,2021,17,18.0,.276,.442,.323,
Kiner-Falefa, Isiah,643396,2021,8,13.3,.271,.357,.312,
Albies, Ozzie,645277,2021,30,18.7,.259,.488,.310,
Devers, Rafael,646240,2021,38,21.5,.279,.538,.352,
Urias, Luis,649966,2021,23,20.4,.249,.445,.342,
Torres, Gleyber,650402,2021,9,20.2,.259,.366,.329,
Diaz, Yandy,650490,2021,13,15.7,.256,.387,.353,
Chapman, Matt,656305,2021,27,32.5,.210,.403,.314,
Mullins II, Cedric,656775,2021,30,18.5,.291,.518,.359,
Smith, Pavin,656976,2021,11,19.4,.267,.404,.328,
Verdugo, Alex,657077,2021,13,15.9,.289,.426,.351,
Moncada, Yoan,660162,2021,14,25.5,.263,.412,.375,
Ohtani, Shohei,660271,2021,46,29.6,.257,.592,.372,
Riley, Austin,663586,2021,33,25.4,.303,.531,.367,
Mountcastle, Ryan,663624,2021,33,27.5,.255,.487,.309,
Tucker, Kyle,663656,2021,30,15.9,.294,.557,.358,
India, Jonathan,663697,2021,21,22.3,.269,.459,.376,
Grisham, Trent,663757,2021,15,22.6,.242,.413,.326,
Lowe, Nathaniel,663993,2021,18,25.2,.264,.415,.357,
Happ, Ian,664023,2021,25,29.2,.226,.434,.321,
France, Ty,664034,2021,18,16.3,.291,.445,.368,
Lowe, Brandon,664040,2021,39,27.2,.247,.523,.340,
Fletcher, David,664058,2021,2,9.0,.262,.324,.295,
Straw, Myles,664702,2021,4,19.0,.271,.348,.348,
Walsh, Jared,665120,2021,29,26.0,.277,.509,.340,
Tatis Jr., Fernando,665487,2021,42,28.0,.282,.611,.364,
Guerrero Jr., Vladimir,665489,2021,48,15.8,.311,.601,.401,
Soto, Juan,665742,2021,29,14.2,.313,.534,.465,
Chisholm Jr., Jazz,665862,2021,18,28.6,.248,.425,.302,
Bichette, Bo,666182,2021,29,19.9,.298,.484,.343,
Carlson, Dylan,666185,2021,18,24.6,.266,.437,.342,
Garcia, Adolis,666969,2021,31,31.2,.243,.454,.286,
Gurriel Jr., Lourdes,666971,2021,21,18.9,.276,.466,.318,
Arozarena, Randy,668227,2021,20,28.1,.274,.459,.356,
Reynolds, Bryan,668804,2021,24,18.4,.302,.522,.390,
Rojas, Josh,668942,2021,11,24.9,.264,.411,.338,
Edman, Tommy,669242,2021,11,13.7,.262,.387,.307,
Solak, Nick,669256,2021,11,20.9,.242,.362,.313,
Hays, Austin,669720,2021,22,20.2,.256,.461,.306,
Lopez, Nicky,670032,2021,2,13.1,.300,.378,.358,
Alvarez, Yordan,670541,2021,33,24.2,.277,.531,.346,
Pujols, Albert,405395,2019,23,12.5,.244,.430,.305,
Cabrera, Miguel,408234,2019,12,19.7,.282,.398,.346,
Choo, Shin-Soo,425783,2019,24,25.0,.265,.455,.371,
Jones, Adam,430945,2019,16,19.1,.260,.414,.313,
Cruz Jr., Nelson,443558,2019,41,25.1,.311,.639,.392,
Longoria, Evan,446334,2019,20,22.0,.254,.437,.325,
Fowler, Dexter,451594,2019,19,24.7,.238,.409,.345,
Cabrera, Asdrubal,452678,2019,18,20.0,.260,.441,.342,
Blackmon, Charlie,453568,2019,32,16.4,.314,.576,.364,
Cain, Lorenzo,456715,2019,11,17.0,.260,.372,.324,
Turner, Justin,457759,2019,27,16.0,.290,.509,.372,
Votto, Joey,458015,2019,15,20.2,.261,.411,.357,
Gardner, Brett,458731,2019,28,19.6,.251,.503,.325,
Braun, Ryan,460075,2019,22,20.7,.285,.505,.341,
Gordon, Alex,460086,2019,13,15.8,.266,.396,.344,
Andrus, Elvis,462101,2019,12,14.8,.275,.393,.313,
Ramos, Wilson,467092,2019,14,13.2,.288,.416,.351,
Santana, Carlos,467793,2019,34,15.7,.281,.515,.397,
Belt, Brandon,474832,2019,17,20.6,.234,.403,.339,
Brantley Jr., Michael,488726,2019,22,10.4,.311,.503,.372,
Gurriel, Yuli,493329,2019,31,10.6,.298,.541,.343,
Rojas, Miguel,500743,2019,5,11.8,.284,.379,.331,
Escobar, Eduardo,500871,2019,35,18.6,.269,.511,.320,
Davis, Khris,501981,2019,23,27.4,.220,.387,.293,
Pham, Tommy,502054,2019,21,18.8,.273,.450,.369,
Martinez, J.D.,502110,2019,36,21.0,.304,.557,.382,
Reddick, Josh,502210,2019,14,12.0,.275,.409,.316,
Goldschmidt, Paul,502671,2019,34,24.3,.260,.476,.345,
Altuve, Jose,514888,2019,31,15.0,.298,.550,.352,
Hernandez, Cesar,514917,2019,14,15.0,.279,.408,.333,
Segura, Jean,516416,2019,12,11.8,.280,.420,.322,
Castro, Starlin,516770,2019,22,16.4,.270,.436,.300,
Marte, Starling,516782,2019,23,16.0,.295,.503,.341,
Donaldson, Josh,518626,2019,37,23.5,.259,.521,.379,
Freeman, Freddie,518692,2019,38,18.4,.295,.549,.389,
Grandal, Yasmani,518735,2019,28,22.0,.246,.468,.380,
Heyward, Jason,518792,2019,21,18.7,.251,.429,.343,
LeMahieu, DJ,518934,2019,26,13.7,.327,.518,.374,
Moustakas, Mike,519058,2019,35,16.8,.254,.516,.329,
Rizzo, Anthony,519203,2019,27,14.0,.293,.520,.405,
Galvis, Freddy,520471,2019,23,24.6,.260,.438,.295,
Garcia, Avisail,541645,2019,20,23.6,.282,.464,.332,
Ozuna, Marcell,542303,2019,29,20.8,.241,.472,.328,
Villar, Jonathan,542340,2019,24,24.6,.274,.453,.338,
Santana, Danny,542454,2019,28,29.5,.283,.534,.323,
Crawford, Brandon,543063,2019,11,20.9,.228,.350,.304,
Hosmer, Eric,543333,2019,22,24.4,.265,.425,.310,
Kipnis, Jason,543401,2019,17,17.2,.245,.410,.301,
Rendon, Anthony,543685,2019,34,13.3,.319,.598,.412,
Semien, Marcus,543760,2019,33,13.7,.285,.522,.369,
Springer III, George,543807,2019,39,20.3,.292,.591,.383,
Vazquez, Christian,543877,2019,23,19.4,.276,.477,.319,
Wong, Kolten,543939,2019,11,15.1,.285,.423,.357,
Garcia, Leury,544725,2019,8,22.5,.279,.378,.304,
Grichuk, Randal,545341,2019,31,26.0,.232,.457,.280,
Trout, Mike,545361,2019,45,20.0,.291,.645,.438,
Harper, Bryce,547180,2019,35,26.1,.260,.510,.372,
Abreu, Jose,547989,2019,33,21.9,.284,.503,.330,
Suarez, Eugenio,553993,2019,49,28.5,.271,.572,.358,
Santana, Domingo,570267,2019,21,32.3,.253,.441,.327,
Sanchez, Yolmer,570560,2019,2,21.1,.252,.321,.314,
Arenado, Nolan,571448,2019,41,14.0,.315,.583,.379,
Muncy, Max,571970,2019,35,25.3,.251,.515,.374,
Voit III, Luke,572228,2019,21,27.8,.263,.464,.378,
Walker, Christian,572233,2019,29,25.7,.259,.476,.348,
Iglesias, Jose,578428,2019,11,13.2,.288,.407,.317,
Bryant, Kris,592178,2019,31,22.9,.282,.521,.382,
Castellanos, Nick,592206,2019,27,21.5,.289,.525,.337,
Machado, Manny,592518,2019,32,19.4,.256,.462,.334,
Moran, Colin,592567,2019,13,23.3,.277,.429,.322,
Pederson, Joc,592626,2019,36,21.6,.249,.538,.339,
Realmuto, J.T.,592663,2019,25,20.7,.275,.493,.327,
Rosario, Eddie,592696,2019,32,14.6,.276,.500,.300,
Yelich, Christian,592885,2019,44,20.3,.329,.671,.429,
Merrifield, Whit,593160,2019,16,17.1,.302,.463,.348,
Bogaerts, Xander,593428,2019,33,17.5,.309,.555,.384,
Alberto, Hanser,593643,2019,12,9.1,.305,.422,.327,
Polanco, Jorge,593871,2019,22,16.5,.295,.485,.355,
Calhoun, Kole,594777,2019,33,25.6,.232,.467,.324,
Eaton, Adam,594809,2019,15,16.2,.279,.428,.360,
Profar, Jurickson,595777,2019,20,14.5,.218,.410,.301,
Baez, Javier,595879,2019,29,27.8,.281,.531,.316,
Lindor, Francisco,596019,2019,32,15.0,.284,.518,.335,
Odor, Rougned,596059,2019,30,30.6,.205,.439,.282,
Story, Trevor,596115,2019,35,26.5,.294,.554,.363,
Vogelbach, Daniel,596129,2019,30,26.7,.208,.439,.341,
Kepler, Max,596146,2019,36,16.6,.252,.519,.336,
Bradley Jr., Jackie,598265,2019,21,27.3,.225,.421,.316,
Nunez, Renato,600524,2019,31,23.9,.244,.460,.311,
Ahmed, Nick,605113,2019,19,18.1,.254,.437,.315,
Anderson, Brian,605119,2019,20,21.9,.261,.468,.342,
Bell, Josh,605137,2019,37,19.2,.277,.569,.367,
Betts, Mookie,605141,2019,29,14.3,.295,.524,.391,
Smith, Mallex,605480,2019,6,24.9,.227,.335,.299,
Arcia, Orlando,606115,2019,15,20.0,.223,.350,.282,
Marte, Ketel,606466,2019,32,13.7,.329,.592,.389,
Turner, Trea,607208,2019,19,19.9,.298,.497,.353,
Pillar, Kevin,607680,2019,21,13.8,.259,.432,.287,
Ramirez, Jose,608070,2019,23,13.7,.255,.479,.327,
Bregman, Alex,608324,2019,41,12.0,.296,.592,.423,
Seager, Corey,608369,2019,19,18.1,.272,.483,.335,
Reyes, Franmil,614177,2019,37,28.5,.249,.512,.310,
Swanson, Dansby,621020,2019,17,22.8,.251,.422,.325,
Newman, Kevin,621028,2019,12,11.7,.308,.446,.352,
Olson, Matt,621566,2019,36,25.2,.267,.545,.351,
Alonso, Pete,624413,2019,53,26.4,.260,.583,.358,
Conforto, Michael,624424,2019,33,23.0,.257,.494,.363,
Frazier, Adam,624428,2019,10,12.3,.278,.417,.334,
Puig, Yasiel,624577,2019,24,21.8,.267,.458,.327,
Soler, Jorge,624585,2019,48,26.2,.265,.569,.352,
Meadows, Austin,640457,2019,33,22.2,.291,.558,.364,
Anderson, Tim,641313,2019,18,21.0,.335,.508,.357,
Bellinger, Cody,641355,2019,47,16.3,.305,.629,.405,
Dozier, Hunter,641531,2019,26,25.3,.279,.522,.348,
Mancini III, Trey,641820,2019,35,21.1,.291,.535,.364,
McMahon, Ryan,641857,2019,24,29.7,.250,.450,.328,
Rosario, Amed,642708,2019,15,18.9,.287,.432,.322,
Adames, Willy,642715,2019,20,26.2,.254,.418,.315,
Benintendi, Andrew,643217,2019,13,22.8,.266,.431,.341,
McNeil, Jeff,643446,2019,23,13.2,.318,.531,.384,
Albies, Ozzie,645277,2019,24,16.0,.295,.500,.352,
Robles, Victor,645302,2019,17,22.7,.255,.419,.323,
Devers, Rafael,646240,2019,32,17.0,.311,.555,.360,
Jimenez, Eloy,650391,2019,31,26.6,.267,.513,.315,
Torres, Gleyber,650402,2019,38,21.4,.278,.535,.336,
Chapman, Matt,656305,2019,36,21.9,.249,.506,.342,
Hoskins, Rhys,656555,2019,29,24.5,.226,.454,.363,
Schwarber, Kyle,656941,2019,38,25.6,.250,.531,.339,
DeJong, Paul,657557,2019,30,22.4,.233,.444,.318,
Moncada, Yoan,660162,2019,25,27.5,.315,.548,.367,
Acuna Jr., Ronald,660670,2019,41,26.3,.280,.518,.364,
Fletcher, David,664058,2019,6,9.8,.290,.384,.349,
Guerrero Jr., Vladimir,665489,2019,15,17.7,.272,.433,.339,
Soto, Juan,665742,2019,34,20.0,.282,.548,.401,
Reynolds, Bryan,668804,2019,16,22.2,.314,.503,.377,